Driver,Team,LapTime,Year,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,DriverPoints,TeamPoints,DriverAvgQualiPos,TeamAvgQualiPos,IsStreetCircuit,F1Era,CircuitCorners,TrackAirDiff,IsHighHumidity,DriverQualiPace,DriverSeasons,CircuitLength,TeamPointsContribution,Event,CircuitId,CarEngine
HAR,Toro Rosso,93.795,2018,12.9,74.7,1014.9,False,15.7,0.0,12.0,13.5,13.25,False,WideAero,16,2.8,True,-0.25,1,5.451,0.0,Q2,shanghai,Honda
VET,Ferrari,91.361,2018,12.7,75.5,1014.8,False,15.3,50.0,65.0,2.0,2.0,False,WideAero,16,2.6,True,0.0,11,5.451,0.77,Q3,shanghai,Ferrari
VET,Ferrari,91.095,2018,12.6,75.9,1014.8,False,15.3,50.0,65.0,2.0,2.0,False,WideAero,16,2.7,True,0.0,11,5.451,0.77,Q3,shanghai,Ferrari
RAI,Ferrari,91.2,2018,12.9,75.1,1014.8,False,15.5,15.0,65.0,2.0,2.0,False,WideAero,16,2.6,True,0.0,15,5.451,0.23,Q3,shanghai,Ferrari
RAI,Ferrari,91.182,2018,12.7,76.5,1015.1,False,15.3,15.0,65.0,2.0,2.0,False,WideAero,16,2.6,True,0.0,15,5.451,0.23,Q3,shanghai,Ferrari
BOT,Mercedes,91.625,2018,12.8,76.5,1015.0,False,15.3,22.0,55.0,6.5,4.5,False,WideAero,16,2.5,True,-2.0,5,5.451,0.4,Q3,shanghai,Mercedes
BOT,Mercedes,91.684,2018,12.9,75.8,1015.0,False,15.5,22.0,55.0,6.5,4.5,False,WideAero,16,2.6,True,-2.0,5,5.451,0.4,Q3,shanghai,Mercedes
HAM,Mercedes,91.675,2018,12.7,76.5,1015.0,False,15.2,33.0,55.0,2.5,4.5,False,WideAero,16,2.5,True,2.0,11,5.451,0.6,Q3,shanghai,Mercedes
VER,Red Bull Racing,91.839,2018,12.8,77.8,1014.8,False,15.8,8.0,20.0,9.5,7.25,False,WideAero,16,3.0,True,-2.25,3,5.451,0.4,Q3,shanghai,Renault
VER,Red Bull Racing,91.796,2018,12.9,77.4,1014.8,False,15.9,8.0,20.0,9.5,7.25,False,WideAero,16,3.0,True,-2.25,3,5.451,0.4,Q3,shanghai,Renault
RIC,Red Bull Racing,91.948,2018,13.0,76.4,1014.8,False,15.8,12.0,20.0,5.0,7.25,False,WideAero,16,2.8,True,2.25,7,5.451,0.6,Q3,shanghai,Renault
RIC,Red Bull Racing,92.342,2018,13.1,75.8,1014.8,False,15.9,12.0,20.0,5.0,7.25,False,WideAero,16,2.8,True,2.25,7,5.451,0.6,Q3,shanghai,Renault
HUL,Renault,92.602,2018,12.8,75.1,1015.0,False,15.8,14.0,15.0,8.0,8.75,False,WideAero,16,3.0,True,0.75,7,5.451,0.93,Q3,shanghai,Renault
HUL,Renault,92.532,2018,12.9,75.3,1014.9,False,15.8,14.0,15.0,8.0,8.75,False,WideAero,16,2.9,True,0.75,7,5.451,0.93,Q3,shanghai,Renault
PER,Force India,92.758,2018,12.9,75.0,1015.0,False,15.8,0.0,1.0,12.5,12.25,False,WideAero,16,2.9,True,-0.25,7,5.451,0.0,Q3,shanghai,Mercedes
SAI,Renault,93.543,2018,12.7,76.0,1015.0,False,15.3,1.0,15.0,9.5,8.75,False,WideAero,16,2.6,True,-0.75,3,5.451,0.07,Q3,shanghai,Renault
SAI,Renault,92.819,2018,12.8,76.5,1015.0,False,15.3,1.0,15.0,9.5,8.75,False,WideAero,16,2.5,True,-0.75,3,5.451,0.07,Q3,shanghai,Renault
GRO,Haas F1 Team,92.859,2018,12.9,75.8,1015.0,False,15.5,0.0,10.0,11.5,9.0,False,WideAero,16,2.6,True,-2.5,7,5.451,0.0,Q3,shanghai,Ferrari
GRO,Haas F1 Team,92.855,2018,12.8,76.6,1015.1,False,15.3,0.0,10.0,11.5,9.0,False,WideAero,16,2.5,True,-2.5,7,5.451,0.0,Q3,shanghai,Ferrari
BOT,Mercedes,92.658,2019,20.9,47.5,1015.8,False,35.3,44.0,87.0,3.0,2.5,False,WideAero,16,14.4,False,-0.5,6,5.451,0.51,Q1,shanghai,Mercedes
HAM,Mercedes,93.115,2019,20.9,47.9,1015.9,False,35.2,43.0,87.0,2.0,2.5,False,WideAero,16,14.3,False,0.5,12,5.451,0.49,Q1,shanghai,Mercedes
VET,Ferrari,93.557,2019,20.8,48.0,1015.9,False,34.9,22.0,48.0,2.5,2.75,False,WideAero,16,14.1,False,0.25,12,5.451,0.46,Q1,shanghai,Ferrari
LEC,Ferrari,94.069,2019,20.8,48.1,1015.9,False,34.9,26.0,48.0,3.0,2.75,False,WideAero,16,14.1,False,-0.25,1,5.451,0.54,Q1,shanghai,Ferrari
LEC,Ferrari,92.712,2019,19.8,50.2,1015.8,False,32.7,26.0,48.0,3.0,2.75,False,WideAero,16,12.9,False,-0.25,1,5.451,0.54,Q1,shanghai,Ferrari
VER,Red Bull Racing,93.274,2019,20.1,49.2,1015.7,False,33.2,27.0,31.0,4.5,9.75,False,WideAero,16,13.1,False,5.25,4,5.451,0.87,Q1,shanghai,Honda
GAS,Red Bull Racing,94.063,2019,20.0,49.3,1015.7,False,32.8,4.0,31.0,15.0,9.75,False,WideAero,16,12.8,False,-5.25,2,5.451,0.13,Q1,shanghai,Honda
GAS,Red Bull Racing,93.863,2019,20.4,48.4,1015.6,False,32.8,4.0,31.0,15.0,9.75,False,WideAero,16,12.4,False,-5.25,2,5.451,0.13,Q1,shanghai,Honda
RIC,Renault,94.049,2019,20.4,49.0,1015.7,False,32.7,0.0,6.0,11.5,12.75,False,WideAero,16,12.3,False,1.25,8,5.451,0.0,Q1,shanghai,Renault
RIC,Renault,93.709,2019,20.9,48.1,1015.6,False,33.1,0.0,6.0,11.5,12.75,False,WideAero,16,12.2,False,1.25,8,5.451,0.0,Q1,shanghai,Renault
HUL,Renault,93.644,2019,20.2,49.4,1015.6,False,31.5,6.0,6.0,14.0,12.75,False,WideAero,16,11.3,False,-1.25,8,5.451,1.0,Q1,shanghai,Renault
MAG,Haas F1 Team,94.036,2019,19.9,50.1,1015.5,False,31.4,8.0,8.0,6.5,6.75,False,WideAero,16,11.5,False,0.25,4,5.451,1.0,Q1,shanghai,Ferrari
MAG,Haas F1 Team,94.097,2019,19.7,50.7,1015.6,False,31.4,8.0,8.0,6.5,6.75,False,WideAero,16,11.7,False,0.25,4,5.451,1.0,Q1,shanghai,Ferrari
GRO,Haas F1 Team,93.943,2019,20.2,49.5,1015.7,False,31.7,0.0,8.0,7.0,6.75,False,WideAero,16,11.5,False,-0.25,8,5.451,0.0,Q1,shanghai,Ferrari
GRO,Haas F1 Team,93.752,2019,20.5,48.8,1015.7,False,31.8,0.0,8.0,7.0,6.75,False,WideAero,16,11.3,False,-0.25,8,5.451,0.0,Q1,shanghai,Ferrari
KVY,Toro Rosso,94.029,2019,20.9,47.5,1015.8,False,35.3,1.0,3.0,15.0,13.75,False,WideAero,16,14.4,False,-1.25,4,5.451,0.33,Q1,shanghai,Honda
KVY,Toro Rosso,93.783,2019,20.9,47.9,1015.9,False,35.2,1.0,3.0,15.0,13.75,False,WideAero,16,14.3,False,-1.25,4,5.451,0.33,Q1,shanghai,Honda
PER,Racing Point,94.263,2019,20.8,48.0,1015.9,False,34.9,1.0,3.0,12.0,14.5,False,WideAero,16,14.1,False,2.5,8,5.451,0.33,Q1,shanghai,Mercedes
PER,Racing Point,94.026,2019,20.8,48.1,1015.9,False,34.9,1.0,3.0,12.0,14.5,False,WideAero,16,14.1,False,2.5,8,5.451,0.33,Q1,shanghai,Mercedes
RAI,Alfa Romeo Racing,94.399,2019,19.8,50.2,1015.8,False,32.7,10.0,10.0,9.0,12.0,False,WideAero,16,12.9,False,3.0,16,5.451,1.0,Q1,shanghai,Ferrari
RAI,Alfa Romeo Racing,94.125,2019,20.1,49.2,1015.7,False,33.2,10.0,10.0,9.0,12.0,False,WideAero,16,13.1,False,3.0,16,5.451,1.0,Q1,shanghai,Ferrari
SAI,McLaren,94.171,2019,20.0,49.3,1015.7,False,32.8,0.0,8.0,12.5,10.75,False,WideAero,16,12.8,False,-1.75,4,5.451,0.0,Q1,shanghai,Renault
SAI,McLaren,93.686,2019,20.3,48.9,1015.6,False,32.6,0.0,8.0,12.5,10.75,False,WideAero,16,12.3,False,-1.75,4,5.451,0.0,Q1,shanghai,Renault
NOR,McLaren,94.331,2019,20.5,49.0,1015.6,False,33.0,8.0,8.0,9.0,10.75,False,WideAero,16,12.5,False,1.75,0,5.451,1.0,Q1,shanghai,Renault
NOR,McLaren,94.148,2019,21.2,47.2,1015.5,False,33.4,8.0,8.0,9.0,10.75,False,WideAero,16,12.2,False,1.75,0,5.451,1.0,Q1,shanghai,Renault
STR,Racing Point,94.506,2019,20.2,49.4,1015.6,False,31.5,2.0,3.0,17.0,14.5,False,WideAero,16,11.3,False,-2.5,2,5.451,0.67,Q1,shanghai,Mercedes
STR,Racing Point,94.292,2019,20.1,49.9,1015.6,False,31.4,2.0,3.0,17.0,14.5,False,WideAero,16,11.3,False,-2.5,2,5.451,0.67,Q1,shanghai,Mercedes
RUS,Williams,96.821,2019,19.7,50.7,1015.6,False,31.4,0.0,0.0,19.0,19.5,False,WideAero,16,11.7,False,0.5,0,5.451,0.5,Q1,shanghai,Mercedes
RUS,Williams,95.462,2019,20.2,49.5,1015.7,False,31.7,0.0,0.0,19.0,19.5,False,WideAero,16,11.5,False,0.5,0,5.451,0.5,Q1,shanghai,Mercedes
RUS,Williams,95.253,2019,20.5,48.8,1015.7,False,31.8,0.0,0.0,19.0,19.5,False,WideAero,16,11.3,False,0.5,0,5.451,0.5,Q1,shanghai,Mercedes
KUB,Williams,97.421,2019,20.6,47.9,1015.9,False,35.2,0.0,0.0,20.0,19.5,False,WideAero,16,14.6,False,-0.5,5,5.451,0.5,Q1,shanghai,Mercedes
KUB,Williams,95.44,2019,20.9,47.5,1015.8,False,35.3,0.0,0.0,20.0,19.5,False,WideAero,16,14.4,False,-0.5,5,5.451,0.5,Q1,shanghai,Mercedes
KUB,Williams,95.281,2019,20.9,47.9,1015.9,False,35.2,0.0,0.0,20.0,19.5,False,WideAero,16,14.3,False,-0.5,5,5.451,0.5,Q1,shanghai,Mercedes
BOT,Mercedes,91.728,2019,20.7,48.4,1015.9,False,34.9,44.0,87.0,3.0,2.5,False,WideAero,16,14.2,False,-0.5,6,5.451,0.51,Q2,shanghai,Mercedes
BOT,Mercedes,93.031,2019,20.8,48.1,1015.9,False,34.9,44.0,87.0,3.0,2.5,False,WideAero,16,14.1,False,-0.5,6,5.451,0.51,Q2,shanghai,Mercedes
HAM,Mercedes,92.603,2019,20.1,49.2,1015.7,False,33.2,43.0,87.0,2.0,2.5,False,WideAero,16,13.1,False,0.5,12,5.451,0.49,Q2,shanghai,Mercedes
HAM,Mercedes,91.637,2019,20.1,49.2,1015.7,False,33.2,43.0,87.0,2.0,2.5,False,WideAero,16,13.1,False,0.5,12,5.451,0.49,Q2,shanghai,Mercedes
VET,Ferrari,92.232,2019,20.0,49.3,1015.7,False,32.8,22.0,48.0,2.5,2.75,False,WideAero,16,12.8,False,0.25,12,5.451,0.46,Q2,shanghai,Ferrari
VET,Ferrari,96.878,2019,20.3,48.9,1015.6,False,32.6,22.0,48.0,2.5,2.75,False,WideAero,16,12.3,False,0.25,12,5.451,0.46,Q2,shanghai,Ferrari
LEC,Ferrari,92.324,2019,20.4,49.0,1015.7,False,32.7,26.0,48.0,3.0,2.75,False,WideAero,16,12.3,False,-0.25,1,5.451,0.54,Q2,shanghai,Ferrari
VER,Red Bull Racing,92.369,2019,20.9,48.1,1015.6,False,33.1,27.0,31.0,4.5,9.75,False,WideAero,16,12.2,False,5.25,4,5.451,0.87,Q2,shanghai,Honda
VER,Red Bull Racing,95.697,2019,20.2,49.4,1015.6,False,31.5,27.0,31.0,4.5,9.75,False,WideAero,16,11.3,False,5.25,4,5.451,0.87,Q2,shanghai,Honda
GAS,Red Bull Racing,92.948,2019,19.9,50.1,1015.5,False,31.4,4.0,31.0,15.0,9.75,False,WideAero,16,11.5,False,-5.25,2,5.451,0.13,Q2,shanghai,Honda
RIC,Renault,93.419,2019,19.7,50.7,1015.6,False,31.4,0.0,6.0,11.5,12.75,False,WideAero,16,11.7,False,1.25,8,5.451,0.0,Q2,shanghai,Renault
RIC,Renault,93.214,2019,20.2,49.5,1015.7,False,31.7,0.0,6.0,11.5,12.75,False,WideAero,16,11.5,False,1.25,8,5.451,0.0,Q2,shanghai,Renault
HUL,Renault,93.557,2019,20.6,48.7,1015.6,False,32.0,6.0,6.0,14.0,12.75,False,WideAero,16,11.4,False,-1.25,8,5.451,1.0,Q2,shanghai,Renault
HUL,Renault,92.968,2019,20.6,47.9,1015.9,False,35.2,6.0,6.0,14.0,12.75,False,WideAero,16,14.6,False,-1.25,8,5.451,1.0,Q2,shanghai,Renault
MAG,Haas F1 Team,93.402,2019,20.9,47.5,1015.8,False,35.3,8.0,8.0,6.5,6.75,False,WideAero,16,14.4,False,0.25,4,5.451,1.0,Q2,shanghai,Ferrari
MAG,Haas F1 Team,93.15,2019,20.9,47.9,1015.9,False,35.2,8.0,8.0,6.5,6.75,False,WideAero,16,14.3,False,0.25,4,5.451,1.0,Q2,shanghai,Ferrari
GRO,Haas F1 Team,93.156,2019,20.7,48.4,1015.9,False,34.9,0.0,8.0,7.0,6.75,False,WideAero,16,14.2,False,-0.25,8,5.451,0.0,Q2,shanghai,Ferrari
KVY,Toro Rosso,93.236,2019,20.8,48.1,1015.9,False,34.9,1.0,3.0,15.0,13.75,False,WideAero,16,14.1,False,-1.25,4,5.451,0.33,Q2,shanghai,Honda
KVY,Toro Rosso,93.255,2019,21.0,47.7,1015.9,False,34.2,1.0,3.0,15.0,13.75,False,WideAero,16,13.2,False,-1.25,4,5.451,0.33,Q2,shanghai,Honda
PER,Racing Point,93.559,2019,21.0,47.7,1015.9,False,34.0,1.0,3.0,12.0,14.5,False,WideAero,16,13.0,False,2.5,8,5.451,0.33,Q2,shanghai,Mercedes
PER,Racing Point,93.299,2019,21.2,47.1,1015.8,False,34.7,1.0,3.0,12.0,14.5,False,WideAero,16,13.5,False,2.5,8,5.451,0.33,Q2,shanghai,Mercedes
RAI,Alfa Romeo Racing,93.698,2019,20.1,49.2,1015.7,False,33.2,10.0,10.0,9.0,12.0,False,WideAero,16,13.1,False,3.0,16,5.451,1.0,Q2,shanghai,Ferrari
RAI,Alfa Romeo Racing,93.419,2019,20.1,49.2,1015.7,False,33.2,10.0,10.0,9.0,12.0,False,WideAero,16,13.1,False,3.0,16,5.451,1.0,Q2,shanghai,Ferrari
SAI,McLaren,93.645,2019,20.3,48.9,1015.7,False,33.3,0.0,8.0,12.5,10.75,False,WideAero,16,13.0,False,-1.75,4,5.451,0.0,Q2,shanghai,Renault
SAI,McLaren,93.523,2019,20.2,49.4,1015.6,False,31.5,0.0,8.0,12.5,10.75,False,WideAero,16,11.3,False,-1.75,4,5.451,0.0,Q2,shanghai,Renault
NOR,McLaren,94.038,2019,19.9,50.1,1015.5,False,31.4,8.0,8.0,9.0,10.75,False,WideAero,16,11.5,False,1.75,0,5.451,1.0,Q2,shanghai,Renault
NOR,McLaren,93.967,2019,19.7,50.7,1015.6,False,31.4,8.0,8.0,9.0,10.75,False,WideAero,16,11.7,False,1.75,0,5.451,1.0,Q2,shanghai,Renault
BOT,Mercedes,91.563,2019,20.2,49.5,1015.7,False,31.7,44.0,87.0,3.0,2.5,False,WideAero,16,11.5,False,-0.5,6,5.451,0.51,Q3,shanghai,Mercedes
BOT,Mercedes,91.547,2019,20.6,48.7,1015.6,False,32.0,44.0,87.0,3.0,2.5,False,WideAero,16,11.4,False,-0.5,6,5.451,0.51,Q3,shanghai,Mercedes
HAM,Mercedes,91.57,2019,20.9,47.9,1015.9,False,35.2,43.0,87.0,2.0,2.5,False,WideAero,16,14.3,False,0.5,12,5.451,0.49,Q3,shanghai,Mercedes
HAM,Mercedes,91.631,2019,20.8,48.0,1015.9,False,34.9,43.0,87.0,2.0,2.5,False,WideAero,16,14.1,False,0.5,12,5.451,0.49,Q3,shanghai,Mercedes
VET,Ferrari,92.001,2019,20.7,48.4,1015.9,False,34.9,22.0,48.0,2.5,2.75,False,WideAero,16,14.2,False,0.25,12,5.451,0.46,Q3,shanghai,Ferrari
VET,Ferrari,91.848,2019,20.8,48.1,1015.9,False,34.9,22.0,48.0,2.5,2.75,False,WideAero,16,14.1,False,0.25,12,5.451,0.46,Q3,shanghai,Ferrari
LEC,Ferrari,92.102,2019,20.1,49.2,1015.7,False,33.2,26.0,48.0,3.0,2.75,False,WideAero,16,13.1,False,-0.25,1,5.451,0.54,Q3,shanghai,Ferrari
LEC,Ferrari,91.865,2019,20.0,49.3,1015.7,False,32.8,26.0,48.0,3.0,2.75,False,WideAero,16,12.8,False,-0.25,1,5.451,0.54,Q3,shanghai,Ferrari
VER,Red Bull Racing,92.089,2019,20.3,48.9,1015.7,False,33.3,27.0,31.0,4.5,9.75,False,WideAero,16,13.0,False,5.25,4,5.451,0.87,Q3,shanghai,Honda
GAS,Red Bull Racing,92.93,2019,20.3,48.9,1015.6,False,32.6,4.0,31.0,15.0,9.75,False,WideAero,16,12.3,False,-5.25,2,5.451,0.13,Q3,shanghai,Honda
RIC,Renault,94.285,2019,20.5,49.0,1015.6,False,33.0,0.0,6.0,11.5,12.75,False,WideAero,16,12.5,False,1.25,8,5.451,0.0,Q3,shanghai,Renault
RIC,Renault,92.958,2019,21.2,47.2,1015.5,False,33.4,0.0,6.0,11.5,12.75,False,WideAero,16,12.2,False,1.25,8,5.451,0.0,Q3,shanghai,Renault
HUL,Renault,92.962,2019,20.2,49.4,1015.6,False,31.5,6.0,6.0,14.0,12.75,False,WideAero,16,11.3,False,-1.25,8,5.451,1.0,Q3,shanghai,Renault
HUL,Renault,93.12,2019,19.9,50.1,1015.5,False,31.4,6.0,6.0,14.0,12.75,False,WideAero,16,11.5,False,-1.25,8,5.451,1.0,Q3,shanghai,Renault
STR,Aston Martin,96.961,2024,20.0,34.0,1006.4,False,28.4,9.0,33.0,11.75,9.0,False,GroundEffect,16,8.4,False,-2.75,7,5.451,0.27,SQ1,shanghai,Mercedes
STR,Aston Martin,97.199,2024,20.0,35.0,1006.3,False,28.4,9.0,33.0,11.75,9.0,False,GroundEffect,16,8.4,False,-2.75,7,5.451,0.27,SQ1,shanghai,Mercedes
PIA,McLaren,97.216,2024,20.0,35.0,1006.3,False,28.3,32.0,69.0,6.25,5.62,False,GroundEffect,16,8.3,False,-0.63,1,5.451,0.46,SQ1,shanghai,Mercedes
PIA,McLaren,96.542,2024,20.0,35.0,1006.2,False,28.4,32.0,69.0,6.25,5.62,False,GroundEffect,16,8.4,False,-0.63,1,5.451,0.46,SQ1,shanghai,Mercedes
VER,Red Bull Racing,96.456,2024,20.0,36.0,1006.2,False,28.3,77.0,141.0,1.0,2.12,False,GroundEffect,16,8.3,False,1.12,9,5.451,0.55,SQ1,shanghai,Honda RBPT
PER,Red Bull Racing,96.11,2024,20.0,36.0,1006.2,False,28.2,64.0,141.0,3.25,2.12,False,GroundEffect,16,8.2,False,-1.13,13,5.451,0.45,SQ1,shanghai,Honda RBPT
HUL,Haas F1 Team,96.924,2024,19.8,37.0,1006.2,True,27.7,3.0,4.0,13.25,14.12,False,GroundEffect,16,7.9,False,0.87,13,5.451,0.75,SQ1,shanghai,Ferrari
HUL,Haas F1 Team,96.934,2024,19.7,38.0,1006.2,True,27.4,3.0,4.0,13.25,14.12,False,GroundEffect,16,7.7,False,0.87,13,5.451,0.75,SQ1,shanghai,Ferrari
MAG,Haas F1 Team,97.33,2024,20.0,34.0,1006.5,False,28.5,1.0,4.0,15.0,14.12,False,GroundEffect,16,8.5,False,-0.88,9,5.451,0.25,SQ1,shanghai,Ferrari
MAG,Haas F1 Team,97.033,2024,20.0,34.0,1006.4,False,28.5,1.0,4.0,15.0,14.12,False,GroundEffect,16,8.5,False,-0.88,9,5.451,0.25,SQ1,shanghai,Ferrari
OCO,Alpine,98.144,2024,20.0,35.0,1006.3,False,28.3,0.0,0.0,16.5,17.25,False,GroundEffect,16,8.3,False,0.75,8,5.451,0.5,SQ1,shanghai,Renault
OCO,Alpine,97.72,2024,20.0,35.0,1006.2,False,28.4,0.0,0.0,16.5,17.25,False,GroundEffect,16,8.4,False,0.75,8,5.451,0.5,SQ1,shanghai,Renault
ALB,Williams,98.043,2024,20.0,35.0,1006.2,False,28.4,0.0,0.0,12.75,13.38,False,GroundEffect,16,8.4,False,0.63,4,5.451,0.5,SQ1,shanghai,Mercedes
ALB,Williams,97.812,2024,20.0,35.0,1006.1,False,28.2,0.0,0.0,12.75,13.38,False,GroundEffect,16,8.2,False,0.63,4,5.451,0.5,SQ1,shanghai,Mercedes
RIC,RB,97.321,2024,20.0,36.0,1006.3,False,28.2,0.0,7.0,14.25,11.88,False,GroundEffect,16,8.2,False,-2.37,13,5.451,0.0,SQ1,shanghai,Honda RBPT
RIC,RB,97.392,2024,20.0,36.0,1006.3,False,28.2,0.0,7.0,14.25,11.88,False,GroundEffect,16,8.2,False,-2.37,13,5.451,0.0,SQ1,shanghai,Honda RBPT
BOT,Kick Sauber,97.492,2024,19.8,37.0,1006.2,True,27.7,0.0,0.0,14.5,16.75,False,GroundEffect,16,7.9,False,2.25,11,5.451,0.5,SQ1,shanghai,Ferrari
BOT,Kick Sauber,97.112,2024,19.8,37.0,1006.2,True,27.4,0.0,0.0,14.5,16.75,False,GroundEffect,16,7.6,False,2.25,11,5.451,0.5,SQ1,shanghai,Ferrari
BOT,Kick Sauber,97.468,2024,19.7,37.0,1006.1,True,27.4,0.0,0.0,14.5,16.75,False,GroundEffect,16,7.7,False,2.25,11,5.451,0.5,SQ1,shanghai,Ferrari
ZHO,Kick Sauber,97.936,2024,18.3,51.0,1006.3,True,24.1,0.0,0.0,19.0,16.75,False,GroundEffect,16,5.8,False,-2.25,2,5.451,0.5,SQ1,shanghai,Ferrari
ZHO,Kick Sauber,97.544,2024,18.0,55.0,1006.2,True,23.6,0.0,0.0,19.0,16.75,False,GroundEffect,16,5.6,False,-2.25,2,5.451,0.5,SQ1,shanghai,Ferrari
ZHO,Kick Sauber,98.23,2024,17.7,57.0,1006.2,True,23.5,0.0,0.0,19.0,16.75,False,GroundEffect,16,5.8,False,-2.25,2,5.451,0.5,SQ1,shanghai,Ferrari
TSU,RB,102.0,2024,17.3,57.0,1006.1,True,23.2,7.0,7.0,9.5,11.88,False,GroundEffect,16,5.9,False,2.38,3,5.451,1.0,SQ1,shanghai,Honda RBPT
TSU,RB,97.892,2024,20.0,34.0,1006.4,False,28.5,7.0,7.0,9.5,11.88,False,GroundEffect,16,8.5,False,2.38,3,5.451,1.0,SQ1,shanghai,Honda RBPT
LEC,Ferrari,96.886,2024,20.0,35.0,1006.3,False,28.3,59.0,120.0,4.25,4.75,False,GroundEffect,16,8.3,False,0.5,6,5.451,0.49,SQ1,shanghai,Ferrari
LEC,Ferrari,96.537,2024,20.0,35.0,1006.3,False,28.3,59.0,120.0,4.25,4.75,False,GroundEffect,16,8.3,False,0.5,6,5.451,0.49,SQ1,shanghai,Ferrari
SAI,Ferrari,97.805,2024,20.0,35.0,1006.2,False,28.4,55.0,120.0,3.33,4.75,False,GroundEffect,16,8.4,False,1.42,9,5.451,0.46,SQ1,shanghai,Ferrari
SAI,Ferrari,96.719,2024,20.0,35.0,1006.1,False,28.2,55.0,120.0,3.33,4.75,False,GroundEffect,16,8.2,False,1.42,9,5.451,0.46,SQ1,shanghai,Ferrari
SAR,Williams,98.332,2024,19.8,37.0,1006.2,True,27.4,0.0,0.0,18.67,13.38,False,GroundEffect,16,7.6,False,-5.29,1,5.451,0.5,SQ1,shanghai,Mercedes
SAR,Williams,97.923,2024,19.7,38.0,1006.1,False,27.4,0.0,0.0,18.67,13.38,False,GroundEffect,16,7.7,False,-5.29,1,5.451,0.5,SQ1,shanghai,Mercedes
NOR,McLaren,96.89,2024,19.7,38.0,1006.1,True,27.4,37.0,69.0,5.0,5.62,False,GroundEffect,16,7.7,False,0.62,5,5.451,0.54,SQ1,shanghai,Mercedes
NOR,McLaren,96.384,2024,18.3,51.0,1006.3,True,24.1,37.0,69.0,5.0,5.62,False,GroundEffect,16,5.8,False,0.62,5,5.451,0.54,SQ1,shanghai,Mercedes
RUS,Mercedes,98.11,2024,18.0,55.0,1006.2,True,23.6,24.0,34.0,6.5,7.62,False,GroundEffect,16,5.6,False,1.12,5,5.451,0.71,SQ1,shanghai,Mercedes
RUS,Mercedes,97.31,2024,17.7,57.0,1006.2,True,23.5,24.0,34.0,6.5,7.62,False,GroundEffect,16,5.8,False,1.12,5,5.451,0.71,SQ1,shanghai,Mercedes
HAM,Mercedes,97.239,2024,17.3,57.0,1006.1,True,23.2,10.0,34.0,8.75,7.62,False,GroundEffect,16,5.9,False,-1.13,17,5.451,0.29,SQ1,shanghai,Mercedes
HAM,Mercedes,97.181,2024,20.0,34.0,1006.4,False,28.5,10.0,34.0,8.75,7.62,False,GroundEffect,16,8.5,False,-1.13,17,5.451,0.29,SQ1,shanghai,Mercedes
ALO,Aston Martin,96.883,2024,20.0,35.0,1006.3,False,28.3,24.0,33.0,6.25,9.0,False,GroundEffect,16,8.3,False,2.75,20,5.451,0.73,SQ1,shanghai,Mercedes
ALO,Aston Martin,97.679,2024,20.0,35.0,1006.3,False,28.3,24.0,33.0,6.25,9.0,False,GroundEffect,16,8.3,False,2.75,20,5.451,0.73,SQ1,shanghai,Mercedes
GAS,Alpine,97.632,2024,20.0,35.0,1006.2,False,28.4,0.0,0.0,18.0,17.25,False,GroundEffect,16,8.4,False,-0.75,7,5.451,0.5,SQ1,shanghai,Renault
GAS,Alpine,97.947,2024,20.0,35.0,1006.1,False,28.2,0.0,0.0,18.0,17.25,False,GroundEffect,16,8.2,False,-0.75,7,5.451,0.5,SQ1,shanghai,Renault
STR,Aston Martin,96.677,2024,19.8,37.0,1006.2,True,27.4,9.0,33.0,11.75,9.0,False,GroundEffect,16,7.6,False,-2.75,7,5.451,0.27,SQ2,shanghai,Mercedes
PIA,McLaren,95.853,2024,19.7,38.0,1006.1,False,27.4,32.0,69.0,6.25,5.62,False,GroundEffect,16,7.7,False,-0.63,1,5.451,0.46,SQ2,shanghai,Mercedes
VER,Red Bull Racing,95.606,2024,19.7,38.0,1006.1,True,27.4,77.0,141.0,1.0,2.12,False,GroundEffect,16,7.7,False,1.12,9,5.451,0.55,SQ2,shanghai,Honda RBPT
PER,Red Bull Racing,95.781,2024,18.3,51.0,1006.3,True,24.1,64.0,141.0,3.25,2.12,False,GroundEffect,16,5.8,False,-1.13,13,5.451,0.45,SQ2,shanghai,Honda RBPT
HUL,Haas F1 Team,96.478,2024,18.0,55.0,1006.2,True,23.6,3.0,4.0,13.25,14.12,False,GroundEffect,16,5.6,False,0.87,13,5.451,0.75,SQ2,shanghai,Ferrari
MAG,Haas F1 Team,96.473,2024,17.7,57.0,1006.2,True,23.5,1.0,4.0,15.0,14.12,False,GroundEffect,16,5.8,False,-0.88,9,5.451,0.25,SQ2,shanghai,Ferrari
RIC,RB,96.553,2024,17.3,57.0,1006.1,True,23.2,0.0,7.0,14.25,11.88,False,GroundEffect,16,5.9,False,-2.37,13,5.451,0.0,SQ2,shanghai,Honda RBPT
BOT,Kick Sauber,96.056,2024,20.0,34.0,1006.4,False,28.5,0.0,0.0,14.5,16.75,False,GroundEffect,16,8.5,False,2.25,11,5.451,0.5,SQ2,shanghai,Ferrari
ZHO,Kick Sauber,96.307,2024,20.0,35.0,1006.3,False,28.3,0.0,0.0,19.0,16.75,False,GroundEffect,16,8.3,False,-2.25,2,5.451,0.5,SQ2,shanghai,Ferrari
